Term,es,nes,pval,fdr,geneset_size,matched_size,genes
Ubiquitin-Like Protein Ligase Binding (GO:0044389),0.2197058768623308,1.056506610125647,0.3141592920353982,0.5524392983544418,284,276,"ARRB1,FAF2,SCN5A,CUL3,WFS1,PTPRN,USP13,GSK3B,SMG5,POLR2A,HERC2,PRKCA,TRIM37,UCHL1,FZD8,MFHAS1,TRIOBP,ERBB3,RB1,SKI,NPLOC4,ITCH,UBE2T,SHPRH,TRIB3,LAPTM5,MAP1LC3C,SUMO4,WASHC1,SMAD5,PSMD1,RTN4,POLR1B,HSPA1L,FOXO1,STAM,PRR5L,DERL1,BCL2,CKB,CCNB1,PRKAR2A,ABI2,SYT12,ARIH1,BAG6,PRKACB,DET1,IKBKG,HLTF,UBE2C,VCL,RHOBTB3,FAF1,TUBA1B,CASC3,HSP90AA1,DIO2,CHEK2,CXCR4,PA2G4,SMAD1,SNX9,VCP,HGS,USP25,UBE2K,FZD6,ACTG1,LAPTM4B,PML,PIAS4,HIF1A,JAK1,NEK6,RIGI,LRPPRC,LIMK1,PRKAR2B,DNM1L,ACVR1B,CUL5,POU5F1,CUL4A,UBE2G1,CCT2,RALA,BRCA1,RIPK1,RALB,SMC6,CASP8,TRIM28,HSPD1,MC1R,PRKAR1A,RNF40,MFN2,KDM4A,YOD1,CUL2,TPI1,TUBB,TNK2,RNF31,FZD4,TCP1,SNCAIP,STAT1,TRAF4,NFE2L2,UBE2J1,TRAF3,SLC25A5,MAP1LC3A,CDKN1B,GABARAPL1,CASP10,XRCC5,NDUFS2,CLU,NGFR,HSPA9,SLF1,EIF4E2,SLF2,WRAP53,HDAC6,UBC,YWHAZ,HSP90AB1,DTX3L,GNPDA1,TGFBR1,UQCRC1,IKBKE,HSPA1B,PPARGC1A,CD40,AMBRA1,ARRDC1,AXIN1,SPOPL,LTBR,TRAF1,HAPSTR2,RAD18,BAG5,CCDC50,UBOX5,UBE2L3,FBXO7,DTX1,APBB1,DNAJB2,KCNH2,DNAJA1,HSPA8,NLK,CUL4B,ISG15,BLZF1,UBXN7,SQSTM1,FANCL,MUL1,ARRB2,MAP1LC3B2,MAP1LC3B,TXNIP,ERLIN2,TRAF5,PRKN,TRIB2,EGR2,CTNNB1,TANK,TRIP4,MOAP1,HSPA1A,PRR7,NAE1,AUP1,GGN,YWHAE,SMAD2,PROC,FHIT,UBE2N,CUL1,PER1,BAG1,SPART,JKAMP,TRIB1,SCAMP3,TNFRSF1B,STAT2,MPG,PRDX5,RFFL,RNF8,ELOB,PACRG,PARP9,FZD5,SMAD6,DAXX,PCBP2,JUN,NKD2,PATZ1,UBB,DDRGK1,OTUB1,RNF34,ATP6V0C,DBT,AXIN2,RPS27A,TNFRSF14,PINK1,RNF20,H2BC9,TMBIM6,UBE2W,TP53,DAZAP2,STUB1,NFKBIA,EGFR,CALR,RPL5,HSPA5,ANKRA2,ZNF675,XBP1,BAG4,RELA,RBX1,FBXW7,GLMN,CDPF1,RPL23,FAU,GABARAPL2,HSPBP1,SMAD3,USP2,UBE2A,CDK5RAP3,ATXN3,HM13,UBA52,SMAD7,TSG101,RNF186,UBE2J2,SUMO2,SUMO1,MDM2,HAPSTR1,RPL11,SPOP,MAGEA2,GABARAP,PSMA3,CAMLG,ASB4,NEDD8,UBXN1,BECN1,UBE2B,RRAGA,BCL10,GPR37"
Phosphatase Binding (GO:0019902),0.25098296668787384,1.056889153801674,0.33843537414965985,0.554256573191828,116,106,"KCNN4,CSRNP2,NHERF1,MTMR3,CTNND1,PTPRA,PTK2,PXDN,DLG1,MTMR9,PTPRT,CDC27,FCRLB,CEP192,MAPK1,POLR1B,NEK2,AP3B1,IQGAP1,CNST,MPP3,TRPC4AP,EIF2AK3,PDLIM4,KIFAP3,NHERF2,SYTL2,VCP,PIK3R1,PPME1,JAK1,ANAPC4,ANAPC7,CD22,MAST2,LGALS3,STAT3,DZIP3,TSC2,CDH5,WNK1,SPRED1,NFATC2,PPP1R3F,ANK1,MTMR4,MAPK14,SAXO4,ROS1,SFI1,PPP3R1,TRAF3,CDKN1B,SH2D4A,MAP3K5,SH3YL1,FLT4,CARHSP1,IKBKE,LLGL1,CRY1,ITGA1,PIK3R2,ELL,TBK1,CTNNB1,SKAP1,ANAPC5,TANK,JAK3,CRY2,MAPK8,SIRPA,SMAD2,PPP1R27,CEACAM1,MAP2K7,HSF4,MVP,GTF2F1,CTSC,CHCHD3,HSP90B1,MAPK3,SLTM,TERF2IP,JUP,MAGI2,EGFR,STX17,MYO16,VRK3,SMAD3,SPTBN4,RACK1,SNX3,SHOC2,RCAN3,FBXL2,KIF3A,PPP1R3C,STYXL1,BAD,SH3RF2,PPP1R11,STAT6"
Protease Binding (GO:0002020),0.2509205826904684,1.0571452422994752,0.3528428093645485,0.556433750516986,119,101,"PRNP,ROCK2,GSK3B,SERPINB9,ITGAV,ITGB3,NTRK2,ADAMTS4,LONP2,FADD,RIPK2,PYCARD,NLRP7,MARCHF6,SELL,DERL1,BCL2,COL3A1,TNFRSF10A,BAG6,FURIN,LDLR,COMP,BRCA2,BCL2L10,CLTC,FN1,SERPINB4,ITGB1,ATP9A,TYSND1,BFAR,VCP,STIM1,RIOK3,BDKRB2,COL1A2,TNFAIP3,VWF,ADRM1,COL1A1,ELANE,LCOR,PTEN,SELENOS,NOL3,DVL3,SLC2A13,SERPINB6,SART3,AMFR,NFRKB,FAM20C,F3,NLRC4,SERPINE1,TNFRSF8,RAD23A,CFLAR,F2RL1,CCBE1,SYVN1,BANK1,FLOT1,PRKN,ADAMTSL4,CSTB,FLOT2,TRIP4,RNF103-CHMP3,ITGA3,TWNK,ANXA2,F2RL3,RNF139,RFFL,SRI,TIMP2,PINK1,PARK7,CRADD,TP53,SERPINC1,XBP1,THAP5,GLMN,NHERF4,SPATA2,DPP4,SUMO1,ECM1,THBS1,CARD16,SERPINA1,TTR,SERPINF2,BCL10,SERPINA5,BIN1,CST3,PLG"
MHC Protein Binding (GO:0042287),0.37198574831532716,1.0576092894133646,0.3858267716535433,0.5581347004443318,26,18,"CD74,SEC14L2,COL2A1,DERL1,TUBB4B,LAG3,CD81,TAPBP,CD4,ATP5F1B,TUBB,CD244,PILRB,MARCHF8,HLA-E,PILRA,CD8A,MARCHF1"
"Oxidoreductase Activity, Acting on the Aldehyde or Oxo Group of Donors, NAD or NADP as Acceptor (GO:0016620)",0.35403385854012526,1.0464393992982945,0.37943262411347517,0.5669249344599621,22,20,"ALDH3B1,ALDH1A2,AKR1B10,FAR1,ALDH3A2,FAR2,ALDH8A1,ALDH9A1,BCKDHA,ALDH1A1,ALDH2,ALDH1A3,ALDH3A1,AKR1C3,ALDH18A1,DBT,ALDH4A1,BCKDHB,LDHD,ALDH6A1"
Protein Kinase C Binding (GO:0005080),0.3068467602921796,1.0486537400910774,0.391713747645951,0.5674766051835872,39,35,"ITGAV,IRS1,TOP2A,DACT1,NELL2,PRKD2,ADCY6,ADCY4,AVPR1B,ADAM9,PDLIM5,CAVIN2,DACT3,TWF2,PRKCSH,DACT2,CCDC88A,NELL1,YWHAG,SQSTM1,HDAC5,GRK5,HDAC7,PICK1,AVPR1A,PRKCB,TIRAP,HSPB1,PKN1,PKP2,HDAC9,CAVIN3,HINT1,RACK1,TRPV4"
Solute:Sodium Symporter Activity (GO:0015370),0.3113506562264474,1.045013340285133,0.38188277087033745,0.5676239952537759,43,31,"SLC4A8,SLC5A7,SLC6A6,SLC5A6,SLC4A9,SLC4A7,SLC6A20,SLC38A1,SLC5A3,SLC38A2,SLC17A7,SLC17A8,SLC20A1,SLC5A1,SLC5A12,SLC5A2,SLC4A4,SLC34A2,SLC20A2,SLC6A13,SLC6A9,SLC13A5,SLC28A2,SLC5A10,SLC38A4,SLC28A1,SLC5A9,SLC28A3,SLC4A5,SLC17A4,SLC5A5"
WW Domain Binding (GO:0050699),0.35293273296912386,1.0470875616738566,0.3940520446096654,0.5682096734657016,21,19,"RAPGEF2,TP63,NFE2,ENAH,KIF20B,PRRG4,SCNN1A,ENTREP3,TNK2,TRAF4,PMEPA1,LITAF,WBP11,SCNN1G,SHISA5,DAZAP2,PPARG,WBP1,NDFIP2"
Sterol Binding (GO:0032934),0.2699696417340579,1.041057504666286,0.38704318936877075,0.5715735152993129,67,61,"SYCP2,GRAMD1B,OSBPL11,OSBPL6,GPR155,GAS1,OSBPL10,TMEM97,PTCH1,SOAT2,PROM1,SCARB2,SMOX,OSBPL5,NPC1,APOA1,SOAT1,OSBP,OSBPL8,STARD4,CD81,ERLIN1,RORA,SYP,SULT2B1,OSBPL2,SCAP,APOC3,VDAC1,VDAC2,NFE2L1,PROM2,OSBPL1A,ANXA6,APOD,GRAMD1A,INSIG1,OSBPL9,CAV1,OSBP2,ERLIN2,INSIG2,NPC2,CD163L1,TSPO,ABCG1,RORC,SLC38A9,NPC1L1,NINJ2,STARD3,NR1H3,GRAMD1C,CETP,STARD3NL,OSBPL7,OSBPL3,EPHX1,APOA2,GPR183,STARD5"
"Hydrolase Activity, Acting on Carbon-Nitrogen (But Not Peptide) Bonds, in Linear Amides (GO:0016811)",0.30471858573620253,1.0421019351075658,0.40344827586206894,0.5717389103614627,39,34,"NDST1,ACER2,SP8,ACER3,SIRT2,KLKB1,PM20D2,ASAH2,DARS1,HDAC6,NADSYN1,GLS2,UPB1,HDAC2,ASRGL1,ASAH1,PIGL,NAAA,HDAC3,NDST2,AMDHD2,NGLY1,ACY1,FHIT,FA2H,NIT1,AGA,PDF,HINT2,HINT1,NIT2,HINT3,FAAH2,ACY3"
Serine-Type Peptidase Activity (GO:0008236),0.249775117449924,1.0385773082750784,0.38485804416403785,0.5743844697847131,149,94,"PCSK6,HPR,RHBDL3,MMP19,MASP1,ENDOU,PROZ,RHBDF2,PIKFYVE,NAALAD2,PCSK4,TTF2,TMPRSS13,BMP1,PCSK7,PCSK5,KLK6,FURIN,RHBDD1,KLK10,MMP2,KLKB1,PRSS12,RHBDD3,MMP9,SOS1,PITRM1,TYSND1,PLAU,RHBDF1,MMP10,PRSS8,APEH,PRRG4,CTSK,ELANE,ST14,MMP1,CTSV,RELN,UBAC2,HTRA3,ZNF160,F3,DPP7,ADAM8,SEC11C,PRSS53,KLK14,CTRL,PRSS22,MMP14,MBTPS1,TLL2,PRSS3,HTRA1,PRSS16,MMP12,PROC,HTRA2,CORIN,SEC11A,TLL1,PARL,FAM110A,HPN,F7,CTSH,PRSS36,PLAT,KLK13,PRSS2,HGFAC,OVCH2,C1R,TMPRSS4,GLMN,TMPRSS2,RHBDL1,PRRG3,PRRG1,PCSK9,DPP4,DLC1,CLPP,CTSS,F12,PRRG2,C1S,MMP11,HABP2,CFB,C1RL,PLG"
Chemokine Binding (GO:0019956),0.35034425821273907,1.0360160946073724,0.4025974025974026,0.5775074682632017,29,19,"ITGAV,ITGB3,CCR9,PDPN,ITGB1,CXCR4,CX3CR1,CCRL2,CNOT6,CXCR5,HMGB1,PLP2,ITGA4,ACKR3,ACKR4,CXCR2,FGF13,ACKR2,ZFP36"
Single-Stranded RNA Binding (GO:0003727),0.2898201204683544,1.03488181515912,0.4038800705467372,0.5775208449938563,45,42,"STRBP,AGO2,L1TD1,EXOSC10,AGO1,PTBP1,HNRNPF,DHX9,DDX60L,ZFR,DDX3X,AGO4,ILF3,AQR,RIGI,AGO3,RBM11,DDX60,ZFR2,EIF4H,ADARB2,FXR1,FMR1,JMJD6,DDX11,SCAF1,PUS1,LONP1,HNRNPU,IGHMBP2,EIF4B,CNBP,IFIH1,HNRNPA1,IFIT5,LACTB2,DHX58,U2AF2,SNRPC,POLR2G,RBM7,ENDOV"
Gated Channel Activity (GO:0022836),0.37034524928244794,1.033738275330359,0.3989169675090253,0.5776091784350814,17,15,"PIEZO1,KCNK1,TMC6,TMC7,TMC8,SCN7A,KCNK2,TMC3,TMEM63C,TMC2,TMEM63A,TMEM63B,TMC4,PIEZO2,TMEM266"
Methylated Histone Binding (GO:0035064),0.26873229662608983,1.0246259477846886,0.4044368600682594,0.5823999269173938,64,61,"ZMYND8,ZMYND11,BPTF,CBX2,ZZEF1,CHD8,NCAPG2,CDYL,NCAPD3,SUZ12,MORC4,SPIN4,TP53BP1,CHD1,CBX5,PHF19,MSH6,PHF2,LRWD1,UHRF1,KMT2E,SETD5,TRIM24,ZZZ3,MBTD1,PHF1,FMR1,CBX1,CBX3,SPIN3,WDR5,PHF8,PYGO1,SGF29,KDM8,RRP8,CBX8,HDGFL2,MORC3,MTF2,ING3,PWWP2A,CXXC1,MPHOSPH8,ZCWPW2,ING4,CBX6,SPIN2A,SPNS1,ZCWPW1,L3MBTL1,KDM7A,L3MBTL2,ING5,TDRD3,SPIN2B,GLYR1,PHF13,MSL3,ING1,JMJD7"
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity (GO:0004114)",0.3474422655876978,1.0302093670067332,0.43992932862190814,0.582870777791192,19,18,"PDE3B,PDE1C,PDE3A,PDE2A,PDE7B,PDE8B,PDE1B,PDE8A,PDE4C,PDE4B,PDE4A,PDE4D,PDE6A,PDE5A,PDE11A,PDE9A,PDE7A,PDE6B"
GTPase Activity (GO:0003924),0.21526077533014987,1.0250856648828552,0.4020926756352765,0.584023562200569,266,245,"RGS16,CRACR2A,RGS5,RGS1,RASL10A,RHOU,BMS1,BCL11B,AGAP1,ARHGAP5,GNAI3,GNB3,GNAQ,MED12,RAB26,DIRAS2,TRIM23,SEPTIN11,GSPT1,RAB6B,RAB40A,EFTUD2,RAB37,RAP2A,RAB8B,RGS12,RAB36,RAP2B,GNAT2,SRPRA,RGS4,AKR1B10,DNAJC27,AGAP9,GTPBP1,GNAZ,SEPTIN7,RAB27B,AGAP4,EFL1,NCOA3,RAB23,TSR1,RGS6,RAB31,RERG,TUBA1B,RAB43,TPPP,SEPTIN8,ATL2,RND2,DNM2,RGS20,SEPTIN3,HBS1L,NKIRAS2,DDX3X,SEPTIN10,GNB1,RAP1GAP,DNM1,DNM3,RGS7,GFM1,GNA11,RHEB,RAB11A,RRAS,DNM1L,GNA12,RAN,RHOC,RAB39A,IRGQ,RALA,TUFM,RAC2,MMAA,RGS19,RALB,RAB3C,GNAS,GFM2,RNASE1,RAB6A,EEF2,MFN2,SEPTIN2,RAB4B,RRAS2,RAB2A,RAB5B,NRAS,SEPTIN4,RABL3,RAB3A,RGS17,RAB38,EEF1A2,GNG11,AGAP3,GNB5,CDC42,SRP54,RGS3,RHOV,RHEBL1,RHOG,RAB7A,RRAGD,GMNN,ZNG1E,MX2,RHOF,RAB18,ARF4,AGAP5,SAR1A,GBP6,GNAO1,RAB25,SAR1B,DIRAS1,ABCE1,RAB42,ENTPD7,RGS14,RAP1A,GCH1,VTA1,MTG2,ARF1,SYNGAP1,RAB39B,ARL8A,EIF5B,GNAI1,EEF1A1,RAB5A,AGAP6,GBP5,RAB28,GNL1,GPN2,RGS10,RAB17,GNAL,RHOBTB1,RRAGB,ATL3,LSG1,RASD2,RAP2C,MX1,GNL2,RAB8A,RHOJ,RAB1A,RAB22A,RNF112,RHOBTB2,RAB3B,NKIRAS1,RABL2B,RAB24,SEPTIN9,ARL8B,RAB4A,GBP4,RAB29,ARFRP1,MMUT,RHOA,LRRK2,GBP2,RAB9A,GNA13,RAB27A,RND3,ARHGDIB,RND1,RAB40C,GTPBP10,RAB19,MTG1,DIRAS3,RAB33B,MFN1,GPN1,RHOT2,RAB40B,GTPBP4,RHOT1,IFT27,RRAGC,RAB3D,RAB6D,RGS2,EEFSEC,RAB30,ARF6,RHOQ,GPN3,SEPTIN1,RAB21,RAB1B,HRAS,RGS9BP,GNAI2,RASL12,SEPTIN6,IFT22,RAB5C,RAB34,RAB32,GNG5,GNB2,RAB12,RHOB,SEPTIN5,RASEF,DRG2,GNG10,RABL2A,RAP1B,RAB35,SEPTIN12,RAB6C,RAB20,TBCC,MRAS,RGS11,RAB14,GNG3,RAB2B,RAB33A,GNA14,ATL1,ARL2,RRAGA,AGAP2,RAB13,GBP1,GSPT2"
Neuropeptide Receptor Activity (GO:0008188),0.32250998480575616,1.027347292852157,0.4068100358422939,0.5841132315676681,36,25,"MCHR1,NTSR1,CCKBR,GALR3,CD200R1,GPR83,NPFFR2,GPR143,SORCS3,SSTR4,KISS1R,SSTR2,NMBR,NMUR2,SORCS1,NPY5R,NPY1R,SSTR1,NMUR1,SSTR5,SORCS2,TACR2,GALR2,GRPR,GPR37"
"Oxidoreductase, Single Donors W Incorp of O2, Incorp of Two Atoms of O (GO:0016702)",0.36236011514240696,1.0225467307293292,0.41304347826086957,0.584578988282751,22,17,"ALOX15,HPD,HPDL,BCO2,ADO,HAAO,ALOX15B,CDO1,ALOX12B,RPE65,PTGS1,ALOX5,PIR,HGD,ETHE1,TDO2,PTGS2"
UDP-glycosyltransferase Activity (GO:0008194),0.27924840334328704,1.0252875714108949,0.4010327022375215,0.58617791138071,65,50,"HAS2,UGT2B11,UGT3A1,HAS3,B4GALNT4,B4GALNT1,UGT2B28,XXYLT1,POMGNT1,MOGAT1,POGLUT3,UGT3A2,LARGE2,POGLUT2,GXYLT1,UGT2B7,MGAT4A,B4GALT4,EXTL1,GCNT4,CSGALNACT1,OGT,GCNT2,GXYLT2,POGLUT1,EXT2,CSGALNACT2,B3GLCT,HEXA,POMGNT2,MGAT4B,UGT2A3,B4GALT1,MGAT4C,EXT1,B4GALNT3,B4GAT1,GCNT3,B3GALNT2,HEXB,LARGE1,B3GNT7,DDX18,PIGA,B3GAT3,UGT2B15,B4GALNT2,B3GALT6,UGT2B4,B3GNT9"
Phospholipase Activity (GO:0004620),0.2652323731643656,1.0274701513001894,0.4059900166389351,0.5864535356272013,83,69,"PLCL1,PITPNM3,LIPG,PLCE1,DDHD1,PLB1,CLCF1,PLD2,PLCG1,PLCG2,PNPLA2,ASPG,FAM83B,SEC23IP,DDHD2,PLCB3,PLCB1,SMPD4,LYPLAL1,PLAAT1,PLCB4,PLBD2,PLA2G4C,NOTUM,PNPLA3,PLA2G4F,PNLIPRP3,GPLD1,PRKCSH,PLD3,SMPD1,LIPH,ABHD16A,GDPD1,PLA2G10,NAPEPLD,PDIA3,GDE1,ENPP2,PNPLA4,MGLL,LPL,SMPD3,PLD6,PLA2G1B,PNPLA6,PLAAT4,PLA2G15,ABHD4,PRDX5,ABHD3,PLA2G4A,PLA2G4B,PLA2G12A,PLA1A,LYPLA1,PLBD1,ABHD16B,PLA2G6,LYPLA2,ABHD12B,PLAAT3,SMPD2,PLCB2,SMPDL3A,PNPLA7,GDPD3,ENPP7,LIPC"
Histone H4 Acetyltransferase Activity (GO:0010485),0.34809437051000747,1.0115975630525094,0.44507575757575757,0.5977781571421881,18,18,"GDNF,KAT6A,EP300,USP22,JADE1,HAT1,NAA50,BRPF3,KAT7,NAA40,ING3,JADE2,KAT8,ING4,BRD1,MEAF6,NAA60,KAT5"
Hsp70 Protein Binding (GO:0030544),-0.4306609125694478,-1.4601691034864768,0.04195804195804196,0.5980946271088843,33,31,"TSC1,SACS,NOD2,FICD,PPP1R9B,DNAJB1,DNAJB14,DNAJC18,CYP2E1,MVD,DNAJB12,DNAJB2,DNAJA1,DNAJC2,PRKN,ST13,RNF207,PPID,PACRG,ERN1,STUB1,DNAJC10,RPS3,METTL21A,TTC4,IQCG,HDAC8,DNAJC8,SNCA,GPR37,HIKESHI"
Protein Kinase Regulator Activity (GO:0019887),0.2363895854441998,1.012300848431077,0.4503424657534247,0.5987268140868691,113,110,"RPTOR,MOB3B,GCN1,SH3BP5,CCNQ,CCNF,MT3,CAB39,GPRC5D,WNT11,INSR,GPRC5B,CCNB1,PRKAR2A,SOCS1,CCND1,FAF1,CCNA2,CCNJ,ANKRD54,MADD,MAPK8IP2,MAP3K20,GPRC5C,PARVA,CCNB2,CCNA1,CDKN1C,NCKAP1L,SMCR8,RHEB,YWHAB,PRKAR2B,PDE8A,CCND3,MAPK8IP1,GMFG,CCNP,RGCC,NEK9,SPDYA,CCNI,DUS2,WNK1,MAP2K1,PRKAR1A,KIDINS220,CCNY,CCNE1,CNPPD1,HEXIM1,PRKAG2,ANKLE2,CDKN1B,DBF4B,SH3BP5L,STRADA,ELP3,ITPRIP,QARS1,CCNE2,CDK5R1,GPRC5A,MARK2,GSKIP,CCNB3,CCND2,GMFB,PRKAG1,MOB1A,SPRY4,PRKRIP1,CCNL2,ATG13,CCNI2,MOB2,CCNJL,PROC,CCNG1,RPLP1,CCNC,TRIB1,CCNL1,DEPTOR,DAXX,DUSP19,PAK1IP1,PPP1R1B,AKT1S1,MOB3C,MOB1B,NCK1,STK11,PRKAR1B,SOCS3,CCNG2,DNAJC3,TAOK3,MBIP,CSNK2B,CDPF1,MOB3A,CCNO,CCNH,CDK4,ELP4,PRKRA,NPM1,TTR,SNCA"
Chloride Channel Activity (GO:0005254),0.2652624818974806,1.0147924291074255,0.41638225255972694,0.5987830606716592,76,60,"GABRP,TTYH2,ANO4,GABRB2,CLCN5,OCA2,CLCN2,ANO3,GABRA4,PACC1,ANO6,GABRB1,GABRG3,GABRA3,GABRA2,GABRG2,TTYH3,ANO5,GLRB,AQP6,SLC26A11,GABRQ,SLC17A7,CLIC4,CLIC1,SLC17A8,FXYD3,GABRE,FXYD1,CLCN3,ANO8,CFTR,NMUR2,CLCNKA,CLCC1,SLC26A7,SLC1A4,CLCN6,GABRR2,CLCNKB,BEST4,BEST3,TMC4,GABRB3,GABRD,CLCA2,CLCN4,SLC1A7,ANO7,APOL1,SLC26A9,MFSD8,CLCA1,CLIC2,BEST1,GABRA5,ANO10,CLIC6,TTYH1,ANO9"
Receptor Tyrosine Kinase Binding (GO:0030971),0.2696823547700522,1.0128653533211271,0.44256756756756754,0.6001774555239631,63,57,"PITPNM3,PTPN14,DOCK4,IRS1,PTPN1,SHC1,GAB2,CBL,SH2B3,ELMO2,PTPN11,NCK2,ARHGEF16,CPNE3,ANGPT2,DUSP3,SHC4,PIK3R1,PITPNM2,ANGPT1,SHC2,GRAPL,MAP3K7,CRK,ALKAL2,BLNK,CRKL,PCNA,STK4,PITPNM1,SQSTM1,FRS2,PIK3R2,MMAB,HYAL2,RNF41,SH2B2,CORIN,GRB14,NRG3,NRG1,TRADD,SHC3,SOCS5,SH2B1,TP53,NCK1,ERBB2,FIZ1,ITGAX,FRS3,MMACHC,RACK1,GAS6,PTPN2,FLT3LG,TOB1"
Ubiquitin-Protein Transferase Activity (GO:0004842),0.20464104068115854,1.0080317275271584,0.4296081277213353,0.6029631764830607,409,365,"NEURL1B,RNF123,UBR1,RNF152,CUL3,UBR4,BIRC6,TRIM71,UBE3A,RNF26,HERC2,TAF1,CHFR,HUWE1,ANKIB1,TRIM37,UBE3C,ZFP91,UBR5,RNF157,RC3H2,RAG1,TRIM59,RNF180,TRIM32,RNF145,UBE2L5,PJA1,BCOR,TRIM23,ITCH,HECW2,UBE2T,SHPRH,TRIM33,RNF150,TRIP12,RNF213,RNF111,KLHL13,TRIM72,MARCHF6,FBXW8,RFWD3,NFX1,UBR2,PELI2,NEDD4L,TRAF3IP2,RNF182,CBL,UBE2S,AREL1,HECTD1,ARIH1,MIB1,LMO7,UBE2H,WWP1,UBE3B,ASB1,CUL9,HLTF,RNF6,UBE2C,NT5C2,TRIM50,FBXO2,HERC3,RNF19A,NEURL1,UBE2L6,UHRF2,SIAH3,UBR3,SMURF1,TRIM56,LTN1,MAGEL2,FBXW2,RNF144B,DTX4,UBE2G2,LNX2,BFAR,TNFAIP1,TOPORS,TRIM44,TRIM36,UBE2K,PJA2,RMND5B,CDC23,SMURF2,TRIM9,HERC4,FBXO21,ANAPC4,ARIH2,KLHL20,RBBP6,ERCC8,NCCRP1,MGRN1,ARK2C,OBI1,RLIM,CUL5,MAEA,SH3RF1,TRIM8,CUL4A,UBE2G1,DZIP3,TRIM35,BRCA1,TNFAIP3,PELI3,UHRF1,WDR24,TRIM3,TRIM68,NEDD4,NEURL4,TRAIP,SH3RF3,TRIM4,UBE2QL1,TRIM28,FBXO10,MYCBP2,RNF40,TRIM24,TRIM65,PEX10,MEX3C,ARK2N,CUL2,DTX2,CNOT4,KLHL21,UBE2Q2,RNF31,RNF14,RNF216,KCMF1,TTC3,UBE2R2,TRAF7,WWP2,MALT1,RNF141,CBLL1,TRIM45,UBE2J1,MYLIP,DTL,CDC42,CCAR1,TRAF3,RMND5A,FBXO24,RNF121,BARD1,TRIM41,AMFR,RNF44,UBE2O,RNF13,MARCHF9,MARCHF4,HECTD3,PPIL2,IRF2BP1,DTX3L,PELI1,TRIM69,LRSAM1,TMEM129,MARCHF7,TRIM25,RNF125,TRIM39,UBE3D,RNF4,PDZRN3,FBXO44,MKRN2,BIRC3,TRIM55,FBXO3,ASB2,ZNRF3,UBA7,TRAF6,UBE2L3,KCTD10,RNF135,FBXO7,HACE1,TRIM26,TRIM22,TRIM49,DTX1,FBXL5,PRPF19,NEURL3,LNX1,MARCHF3,TRIM2,FBXL6,RNF114,KLHL9,RC3H1,IRF2BPL,RNF38,FBXO9,HECTD2,RNF208,FANCL,RNF144A,RNF168,MUL1,FBXO25,FBXO11,RNF10,MSL2,MMAB,RNF181,MARCHF5,SYVN1,ZNRF1,TRAF5,PRKN,UBE2Z,TANK,FBXL22,VPS11,NHLRC3,RNF112,TRIM11,FBXO22,ZNF598,TRIM52,RNF41,TRIM7,SIAH2,MARCHF8,TRIM62,RNF215,RNF169,FBXL14,MDM4,UBE2N,RNF11,RNF19B,RNF183,VPS18,KLHL42,TRIM54,UBE2D1,NHLRC1,RNF139,RSPRY1,BIRC2,RNF220,TRIM47,RNF126,RNF2,RFFL,TRIM63,TRIM17,MKRN1,RNF8,SHARPIN,RNF214,ZNF738,FBXO17,RNF128,TRIM27,UBE2M,UBE2D3,UBE2Q1,RNF34,RNF146,TRIM61,RNF115,UBE2E3,ANAPC11,RNF20,RNFT2,RNF113A,UBE2W,HERC6,RNF187,STUB1,RCHY1,UBE2D2,TRIM58,RNF175,RNF149,PEX12,GID4,MEFV,TRIM13,RBCK1,RNF5,DDB2,RBX1,SIAH1,MIB2,TRIM73,HERC5,XIAP,MMACHC,TRIM14,TRIM21,RNF138,NEURL2,TRIM38,PEX2,CDC34,RNF185,RNF103,ASB12,RNF122,UBE2A,TRIM5,RNF227,FBXO4,RNF186,UBE2J2,RNF7,UBE2D4,RNF130,TRIM74,MARCHF1,FBXO27,MDM2,RING1,MARCHF2,NSMCE1,RNF25,FBXO6,KCTD13,BSPRY,RNF217,CARD16,RNF166,VHL,FBXL3,ASB4,RNF43,UBE2E1,RNFT1,SH3RF2,PPP1R11,UBE2B,RPGR,DTX3,RNF167,RNF228,ZNRF2,UBE2E2,MARCHF11"
RNA Methyltransferase Activity (GO:0008173),-0.5230957412265278,-1.6198212380116537,0.023758099352051837,0.6086471123726784,20,20,"LIN9,NSUN4,METTL3,FBLL1,TMT1A,MEPCE,METTL8,METTL4,LCMT2,TRDMT1,FTSJ1,FTSJ3,TRMT13,FBL,THUMPD2,HENMT1,TRMT5,TRMT9B,TYW3,TRMT12"
K63-linked Polyubiquitin Modification-Dependent Protein Binding (GO:0070530),0.3208440790225379,1.0028620164394215,0.4394213381555154,0.6092538151295047,23,23,"PRPF8,ATRIP,TAB3,IKBKG,OTUD7B,TNFAIP3,RNF31,OTUD7A,WDR81,ZRANB1,OPTN,SPRTN,IKBKE,PARP10,TAB2,MINDY2,SQSTM1,RNF168,ZRANB3,RNF169,ZBTB1,FAAP20,UIMC1"
